설치장소,설치위치,운영시간,발급민원종류,소재지도로명주소,소재지지번주소,관리기관명,전화번호,위도,경도,데이터기준일자
양산세무서,민원실 내,(평일)09:00~18:00,"주민등록등본,주민등록초본,개별공시지가확인서,토지이용계획확인서,토지(임야)대장등본,대지권등록부,건축물대장(일반건축물대장,건축물대장총괄표제부,집합건축물대장(표제부),집합건축물대장(전유부분)),건설기계등록원부,건설기계등록원부(갑),건설기계등록원부(을),자동차등록원부,자동차등록원부(갑),자동차등록원부(을),수급자증명서,장애인증명서,한부모가족증명서,농지원부,병적증명서(군복무필자,면제자,제1국민역),지방세세목별과세증명서(취득세,등록세,면허세,주민세,재산세,자동차세,농업소득세,도축세,레저세,담배소비세,종합토지세,주행세,지방소비세,등록면허세,사업소세,지역개발세,지역자원시설세,지방소득세),어선원부,졸업증명서(국문,영문),졸업예정증명서,제적(정원외관리)증명서,성적증명서,학교생활기록부,교육비납입증명서,검정고시합격증명서(국문,영문),검정고시성적증명서(국문,영문),검정고시과목합격증명서,사업자등록증명,휴업사실증명,폐업사실증명,납세증명,납세사실증명,소득금액증명,부가가치세과세표준증명,부가가치세면세사업자수입금액증명,연금보험료등소득세액공제확인서,사업자단위과세적용종된사업자증명,모범납세자증명,근로(자녀)장려금수급사실증명,소득확인증명(서민형개인종합자산관리계좌가입용),지역가입자 건강장기요양보험료 납부확인서,지역가입자 건강장기요양보험료 납부확인서(연말정산용),직장가입자 건강장기요양보험료 납부확인서,지역가입자 국민연금보험료 납부확인서,건강보험 자격확인서,건강보험 자격득실확인서,농업경영체 증명서 발급 신청,농업경영체 등록(변경등록) 확인서 교부 신청,운전경력증명서(국문),운전경력증명서(영문),교통사고사실확인원","경상남도 양산시 물금읍 증산역로 135, 9층 (퍼스트조양)",경상남도 양산시 물금읍 가촌리 1296-1,경상남도 양산시청,055-392-2353,35.31062111,129.0053051,2026-02-25
증산역,1번 출입구,05:00~02:00(익일),"주민등록등본,주민등록초본,개별공시지가확인서,토지이용계획확인서,토지(임야)대장등본,대지권등록부,건축물대장(일반건축물대장,건축물대장총괄표제부,집합건축물대장(표제부),집합건축물대장(전유부분)),건설기계등록원부,건설기계등록원부(갑),건설기계등록원부(을),자동차등록원부,자동차등록원부(갑),자동차등록원부(을),수급자증명서,장애인증명서,한부모가족증명서,농지원부,병적증명서(군복무필자,면제자,제1국민역),지방세세목별과세증명서(취득세,등록세,면허세,주민세,재산세,자동차세,농업소득세,도축세,레저세,담배소비세,종합토지세,주행세,지방소비세,등록면허세,사업소세,지역개발세,지역자원시설세,지방소득세),어선원부,졸업증명서(국문,영문),졸업예정증명서,제적(정원외관리)증명서,성적증명서,학교생활기록부,교육비납입증명서,검정고시합격증명서(국문,영문),검정고시성적증명서(국문,영문),검정고시과목합격증명서,사업자등록증명,휴업사실증명,폐업사실증명,납세증명,납세사실증명,소득금액증명,부가가치세과세표준증명,부가가치세면세사업자수입금액증명,연금보험료등소득세액공제확인서,사업자단위과세적용종된사업자증명,모범납세자증명,근로(자녀)장려금수급사실증명,소득확인증명(서민형개인종합자산관리계좌가입용),지역가입자 건강장기요양보험료 납부확인서,지역가입자 건강장기요양보험료 납부확인서(연말정산용),직장가입자 건강장기요양보험료 납부확인서,지역가입자 국민연금보험료 납부확인서,건강보험 자격확인서,건강보험 자격득실확인서,농업경영체 증명서 발급 신청,농업경영체 등록(변경등록) 확인서 교부 신청,운전경력증명서(국문),운전경력증명서(영문),교통사고사실확인원",경상남도 양산시 물금읍 메기로 168,경상남도 양산시 물금읍 증산리 1818,경상남도 양산시청,055-392-2353,35.30824626,129.0102779,2026-02-25
동면행정복지센터,출입구 좌측,24시간 운영,"주민등록등본,주민등록초본,개별공시지가확인서,토지이용계획확인서,토지(임야)대장등본,대지권등록부,건축물대장(일반건축물대장,건축물대장총괄표제부,집합건축물대장(표제부),집합건축물대장(전유부분)),건설기계등록원부,건설기계등록원부(갑),건설기계등록원부(을),자동차등록원부,자동차등록원부(갑),자동차등록원부(을),수급자증명서,장애인증명서,한부모가족증명서,농지원부,병적증명서(군복무필자,면제자,제1국민역),지방세세목별과세증명서(취득세,등록세,면허세,주민세,재산세,자동차세,농업소득세,도축세,레저세,담배소비세,종합토지세,주행세,지방소비세,등록면허세,사업소세,지역개발세,지역자원시설세,지방소득세),등기부등본(건물,토지,집합건물),제적등본,제적초본,가족관계증명서(일반,폐쇄),기본증명서(일반,폐쇄),혼인관계증명서(일반,폐쇄),입양관계증명서(일반,폐쇄),어선원부,졸업증명서(국문,영문),졸업예정증명서,제적(정원외관리)증명서,성적증명서,학교생활기록부,교육비납입증명서,검정고시합격증명서(국문,영문),검정고시성적증명서(국문,영문),검정고시과목합격증명서,사업자등록증명,휴업사실증명,폐업사실증명,납세증명,납세사실증명,소득금액증명,부가가치세과세표준증명,부가가치세면세사업자수입금액증명,연금보험료등소득세액공제확인서,사업자단위과세적용종된사업자증명,모범납세자증명,근로(자녀)장려금수급사실증명,소득확인증명(서민형개인종합자산관리계좌가입용),지역가입자 건강장기요양보험료 납부확인서,지역가입자 건강장기요양보험료 납부확인서(연말정산용),직장가입자 건강장기요양보험료 납부확인서,지역가입자 국민연금보험료 납부확인서,건강보험 자격확인서,건강보험 자격득실확인서,농업경영체 증명서 발급 신청,농업경영체 등록(변경등록) 확인서 교부 신청,운전경력증명서(국문),운전경력증명서(영문),교통사고사실확인원",경상남도 양산시 동면 내송로 37,경상남도 양산시 동면 내송리 224-2,경상남도 양산시청,055-392-2353,35.32331904,129.0619161,2026-02-25
동면민원사무소,출입구 우측 부스,24시간 운영,"주민등록등본,주민등록초본,개별공시지가확인서,토지이용계획확인서,토지(임야)대장등본,대지권등록부,건축물대장(일반건축물대장,건축물대장총괄표제부,집합건축물대장(표제부),집합건축물대장(전유부분)),건설기계등록원부,건설기계등록원부(갑),건설기계등록원부(을),자동차등록원부,자동차등록원부(갑),자동차등록원부(을),수급자증명서,장애인증명서,한부모가족증명서,농지원부,병적증명서(군복무필자,면제자,제1국민역),지방세세목별과세증명서(취득세,등록세,면허세,주민세,재산세,자동차세,농업소득세,도축세,레저세,담배소비세,종합토지세,주행세,지방소비세,등록면허세,사업소세,지역개발세,지역자원시설세,지방소득세),등기부등본(건물,토지,집합건물),제적등본,제적초본,가족관계증명서(일반,폐쇄),기본증명서(일반,폐쇄),혼인관계증명서(일반,폐쇄),입양관계증명서(일반,폐쇄),어선원부,졸업증명서(국문,영문),졸업예정증명서,제적(정원외관리)증명서,성적증명서,학교생활기록부,교육비납입증명서,검정고시합격증명서(국문,영문),검정고시성적증명서(국문,영문),검정고시과목합격증명서,사업자등록증명,휴업사실증명,폐업사실증명,납세증명,납세사실증명,소득금액증명,부가가치세과세표준증명,부가가치세면세사업자수입금액증명,연금보험료등소득세액공제확인서,사업자단위과세적용종된사업자증명,모범납세자증명,근로(자녀)장려금수급사실증명,소득확인증명(서민형개인종합자산관리계좌가입용),지역가입자 건강장기요양보험료 납부확인서,지역가입자 건강장기요양보험료 납부확인서(연말정산용),직장가입자 건강장기요양보험료 납부확인서,지역가입자 국민연금보험료 납부확인서,건강보험 자격확인서,건강보험 자격득실확인서,농업경영체 증명서 발급 신청,농업경영체 등록(변경등록) 확인서 교부 신청,운전경력증명서(국문),운전경력증명서(영문),교통사고사실확인원",경상남도 양산시 동면 금오13길 46-30,경상남도 양산시 동면 석산리 1448-6,경상남도 양산시청,055-392-2353,35.32060543,129.0253019,2026-02-25
농수산물종합유통센터,출입구내 ATM쪽,08:00~23:00,"주민등록등본,주민등록초본,개별공시지가확인서,토지이용계획확인서,토지(임야)대장등본,대지권등록부,건축물대장(일반건축물대장,건축물대장총괄표제부,집합건축물대장(표제부),집합건축물대장(전유부분)),건설기계등록원부,건설기계등록원부(갑),건설기계등록원부(을),자동차등록원부,자동차등록원부(갑),자동차등록원부(을),수급자증명서,장애인증명서,한부모가족증명서,농지원부,병적증명서(군복무필자,면제자,제1국민역),지방세세목별과세증명서(취득세,등록세,면허세,주민세,재산세,자동차세,농업소득세,도축세,레저세,담배소비세,종합토지세,주행세,지방소비세,등록면허세,사업소세,지역개발세,지역자원시설세,지방소득세),어선원부,졸업증명서(국문,영문),졸업예정증명서,제적(정원외관리)증명서,성적증명서,학교생활기록부,교육비납입증명서,검정고시합격증명서(국문,영문),검정고시성적증명서(국문,영문),검정고시과목합격증명서,사업자등록증명,휴업사실증명,폐업사실증명,납세증명,납세사실증명,소득금액증명,부가가치세과세표준증명,부가가치세면세사업자수입금액증명,연금보험료등소득세액공제확인서,사업자단위과세적용종된사업자증명,모범납세자증명,근로(자녀)장려금수급사실증명,소득확인증명(서민형개인종합자산관리계좌가입용),지역가입자 건강장기요양보험료 납부확인서,지역가입자 건강장기요양보험료 납부확인서(연말정산용),직장가입자 건강장기요양보험료 납부확인서,지역가입자 국민연금보험료 납부확인서,건강보험 자격확인서,건강보험 자격득실확인서,농업경영체 증명서 발급 신청,농업경영체 등록(변경등록) 확인서 교부 신청,운전경력증명서(국문),운전경력증명서(영문),교통사고사실확인원",경상남도 양산시 동면 양산대로 377,경상남도 양산시 동면 금산리 1480,경상남도 양산시청,055-392-2353,35.30658481,129.0251791,2026-02-25
배내골 홍보관,1층 로비,(평일)09:00~17:00,"주민등록등본,주민등록초본,개별공시지가확인서,토지이용계획확인서,토지(임야)대장등본,대지권등록부,건축물대장(일반건축물대장,건축물대장총괄표제부,집합건축물대장(표제부),집합건축물대장(전유부분)),건설기계등록원부,건설기계등록원부(갑),건설기계등록원부(을),자동차등록원부,자동차등록원부(갑),자동차등록원부(을),수급자증명서,장애인증명서,한부모가족증명서,농지원부,병적증명서(군복무필자,면제자,제1국민역),지방세세목별과세증명서(취득세,등록세,면허세,주민세,재산세,자동차세,농업소득세,도축세,레저세,담배소비세,종합토지세,주행세,지방소비세,등록면허세,사업소세,지역개발세,지역자원시설세,지방소득세),어선원부,졸업증명서(국문,영문),졸업예정증명서,제적(정원외관리)증명서,성적증명서,학교생활기록부,교육비납입증명서,검정고시합격증명서(국문,영문),검정고시성적증명서(국문,영문),검정고시과목합격증명서,사업자등록증명,휴업사실증명,폐업사실증명,납세증명,납세사실증명,소득금액증명,부가가치세과세표준증명,부가가치세면세사업자수입금액증명,연금보험료등소득세액공제확인서,사업자단위과세적용종된사업자증명,모범납세자증명,근로(자녀)장려금수급사실증명,소득확인증명(서민형개인종합자산관리계좌가입용),지역가입자 건강장기요양보험료 납부확인서,지역가입자 건강장기요양보험료 납부확인서(연말정산용),직장가입자 건강장기요양보험료 납부확인서,지역가입자 국민연금보험료 납부확인서,건강보험 자격확인서,건강보험 자격득실확인서,농업경영체 증명서 발급 신청,농업경영체 등록(변경등록) 확인서 교부 신청,운전경력증명서(국문),운전경력증명서(영문),교통사고사실확인원",경상남도 양산시 원동면 배내로 431,경상남도 양산시 원동면 선리 1421-5,경상남도 양산시청,055-392-2353,35.4865568,128.985548,2026-02-25
상북면행정복지센터,민원실입구내,24시간 운영,"주민등록등본,주민등록초본,개별공시지가확인서,토지이용계획확인서,토지(임야)대장등본,대지권등록부,건축물대장(일반건축물대장,건축물대장총괄표제부,집합건축물대장(표제부),집합건축물대장(전유부분)),건설기계등록원부,건설기계등록원부(갑),건설기계등록원부(을),자동차등록원부,자동차등록원부(갑),자동차등록원부(을),수급자증명서,장애인증명서,한부모가족증명서,농지원부,병적증명서(군복무필자,면제자,제1국민역),지방세세목별과세증명서(취득세,등록세,면허세,주민세,재산세,자동차세,농업소득세,도축세,레저세,담배소비세,종합토지세,주행세,지방소비세,등록면허세,사업소세,지역개발세,지역자원시설세,지방소득세),등기부등본(건물,토지,집합건물),제적등본,제적초본,가족관계증명서(일반,폐쇄),기본증명서(일반,폐쇄),혼인관계증명서(일반,폐쇄),입양관계증명서(일반,폐쇄),어선원부,졸업증명서(국문,영문),졸업예정증명서,제적(정원외관리)증명서,성적증명서,학교생활기록부,교육비납입증명서,검정고시합격증명서(국문,영문),검정고시성적증명서(국문,영문),검정고시과목합격증명서,사업자등록증명,휴업사실증명,폐업사실증명,납세증명,납세사실증명,소득금액증명,부가가치세과세표준증명,부가가치세면세사업자수입금액증명,연금보험료등소득세액공제확인서,사업자단위과세적용종된사업자증명,모범납세자증명,근로(자녀)장려금수급사실증명,소득확인증명(서민형개인종합자산관리계좌가입용),지역가입자 건강장기요양보험료 납부확인서,지역가입자 건강장기요양보험료 납부확인서(연말정산용),직장가입자 건강장기요양보험료 납부확인서,지역가입자 국민연금보험료 납부확인서,건강보험 자격확인서,건강보험 자격득실확인서,농업경영체 증명서 발급 신청,농업경영체 등록(변경등록) 확인서 교부 신청,운전경력증명서(국문),운전경력증명서(영문),교통사고사실확인원",경상남도 양산시 상북면 상북중앙로 398,경상남도 양산시 상북면 석계리 272-20,경상남도 양산시청,055-392-2353,35.41852825,129.0645688,2026-02-25
하북면행정복지센터,입구 좌측 부스,24시간 운영,"주민등록등본,주민등록초본,개별공시지가확인서,토지이용계획확인서,토지(임야)대장등본,대지권등록부,건축물대장(일반건축물대장,건축물대장총괄표제부,집합건축물대장(표제부),집합건축물대장(전유부분)),건설기계등록원부,건설기계등록원부(갑),건설기계등록원부(을),자동차등록원부,자동차등록원부(갑),자동차등록원부(을),수급자증명서,장애인증명서,한부모가족증명서,농지원부,병적증명서(군복무필자,면제자,제1국민역),지방세세목별과세증명서(취득세,등록세,면허세,주민세,재산세,자동차세,농업소득세,도축세,레저세,담배소비세,종합토지세,주행세,지방소비세,등록면허세,사업소세,지역개발세,지역자원시설세,지방소득세),등기부등본(건물,토지,집합건물),제적등본,제적초본,가족관계증명서(일반,폐쇄),기본증명서(일반,폐쇄),혼인관계증명서(일반,폐쇄),입양관계증명서(일반,폐쇄),어선원부,졸업증명서(국문,영문),졸업예정증명서,제적(정원외관리)증명서,성적증명서,학교생활기록부,교육비납입증명서,검정고시합격증명서(국문,영문),검정고시성적증명서(국문,영문),검정고시과목합격증명서,사업자등록증명,휴업사실증명,폐업사실증명,납세증명,납세사실증명,소득금액증명,부가가치세과세표준증명,부가가치세면세사업자수입금액증명,연금보험료등소득세액공제확인서,사업자단위과세적용종된사업자증명,모범납세자증명,근로(자녀)장려금수급사실증명,소득확인증명(서민형개인종합자산관리계좌가입용),지역가입자 건강장기요양보험료 납부확인서,지역가입자 건강장기요양보험료 납부확인서(연말정산용),직장가입자 건강장기요양보험료 납부확인서,지역가입자 국민연금보험료 납부확인서,건강보험 자격확인서,건강보험 자격득실확인서,농업경영체 증명서 발급 신청,농업경영체 등록(변경등록) 확인서 교부 신청,운전경력증명서(국문),운전경력증명서(영문),교통사고사실확인원",경상남도 양산시 하북면 신평강변5길 12,경상남도 양산시 하북면 순지리 732-5,경상남도 양산시청,055-392-2353,35.48926335,129.0869886,2026-02-25
중앙동행정복지센터,외부 발급 부스,24시간 운영,"주민등록등본,주민등록초본,개별공시지가확인서,토지이용계획확인서,토지(임야)대장등본,대지권등록부,건축물대장(일반건축물대장,건축물대장총괄표제부,집합건축물대장(표제부),집합건축물대장(전유부분)),건설기계등록원부,건설기계등록원부(갑),건설기계등록원부(을),자동차등록원부,자동차등록원부(갑),자동차등록원부(을),수급자증명서,장애인증명서,한부모가족증명서,농지원부,병적증명서(군복무필자,면제자,제1국민역),지방세세목별과세증명서(취득세,등록세,면허세,주민세,재산세,자동차세,농업소득세,도축세,레저세,담배소비세,종합토지세,주행세,지방소비세,등록면허세,사업소세,지역개발세,지역자원시설세,지방소득세),등기부등본(건물,토지,집합건물),제적등본,제적초본,가족관계증명서(일반,폐쇄),기본증명서(일반,폐쇄),혼인관계증명서(일반,폐쇄),입양관계증명서(일반,폐쇄),어선원부,졸업증명서(국문,영문),졸업예정증명서,제적(정원외관리)증명서,성적증명서,학교생활기록부,교육비납입증명서,검정고시합격증명서(국문,영문),검정고시성적증명서(국문,영문),검정고시과목합격증명서,사업자등록증명,휴업사실증명,폐업사실증명,납세증명,납세사실증명,소득금액증명,부가가치세과세표준증명,부가가치세면세사업자수입금액증명,연금보험료등소득세액공제확인서,사업자단위과세적용종된사업자증명,모범납세자증명,근로(자녀)장려금수급사실증명,소득확인증명(서민형개인종합자산관리계좌가입용),지역가입자 건강장기요양보험료 납부확인서,지역가입자 건강장기요양보험료 납부확인서(연말정산용),직장가입자 건강장기요양보험료 납부확인서,지역가입자 국민연금보험료 납부확인서,건강보험 자격확인서,건강보험 자격득실확인서,농업경영체 증명서 발급 신청,농업경영체 등록(변경등록) 확인서 교부 신청,운전경력증명서(국문),운전경력증명서(영문),교통사고사실확인원",경상남도 양산시 북안남5길 21,경남 양산시 북부동 327-2,경상남도 양산시청,055-392-2353,35.34596926,129.0404648,2026-02-25
종합운동장,종합운동장 입구 옆 옥외부스(차량등록사업소),24시간 운영,"주민등록등본,주민등록초본,개별공시지가확인서,토지이용계획확인서,토지(임야)대장등본,대지권등록부,건축물대장(일반건축물대장,건축물대장총괄표제부,집합건축물대장(표제부),집합건축물대장(전유부분)),건설기계등록원부,건설기계등록원부(갑),건설기계등록원부(을),자동차등록원부,자동차등록원부(갑),자동차등록원부(을),수급자증명서,장애인증명서,한부모가족증명서,농지원부,병적증명서(군복무필자,면제자,제1국민역),지방세세목별과세증명서(취득세,등록세,면허세,주민세,재산세,자동차세,농업소득세,도축세,레저세,담배소비세,종합토지세,주행세,지방소비세,등록면허세,사업소세,지역개발세,지역자원시설세,지방소득세),등기부등본(건물,토지,집합건물),제적등본,제적초본,가족관계증명서(일반,폐쇄),기본증명서(일반,폐쇄),혼인관계증명서(일반,폐쇄),입양관계증명서(일반,폐쇄),어선원부,졸업증명서(국문,영문),졸업예정증명서,제적(정원외관리)증명서,성적증명서,학교생활기록부,교육비납입증명서,검정고시합격증명서(국문,영문),검정고시성적증명서(국문,영문),검정고시과목합격증명서,사업자등록증명,휴업사실증명,폐업사실증명,납세증명,납세사실증명,소득금액증명,부가가치세과세표준증명,부가가치세면세사업자수입금액증명,연금보험료등소득세액공제확인서,사업자단위과세적용종된사업자증명,모범납세자증명,근로(자녀)장려금수급사실증명,소득확인증명(서민형개인종합자산관리계좌가입용),지역가입자 건강장기요양보험료 납부확인서,지역가입자 건강장기요양보험료 납부확인서(연말정산용),직장가입자 건강장기요양보험료 납부확인서,지역가입자 국민연금보험료 납부확인서,건강보험 자격확인서,건강보험 자격득실확인서,농업경영체 증명서 발급 신청,농업경영체 등록(변경등록) 확인서 교부 신청,운전경력증명서(국문),운전경력증명서(영문),교통사고사실확인원",경상남도 양산시 양산대로 849,경상남도 양산시 북부동 533,경상남도 양산시청,055-392-2353,35.34855992,129.0354984,2026-02-25
양주동행정복지센터,출입구 좌측,24시간 운영,"주민등록등본,주민등록초본,개별공시지가확인서,토지이용계획확인서,토지(임야)대장등본,대지권등록부,건축물대장(일반건축물대장,건축물대장총괄표제부,집합건축물대장(표제부),집합건축물대장(전유부분)),건설기계등록원부,건설기계등록원부(갑),건설기계등록원부(을),자동차등록원부,자동차등록원부(갑),자동차등록원부(을),수급자증명서,장애인증명서,한부모가족증명서,농지원부,병적증명서(군복무필자,면제자,제1국민역),지방세세목별과세증명서(취득세,등록세,면허세,주민세,재산세,자동차세,농업소득세,도축세,레저세,담배소비세,종합토지세,주행세,지방소비세,등록면허세,사업소세,지역개발세,지역자원시설세,지방소득세),등기부등본(건물,토지,집합건물),제적등본,제적초본,가족관계증명서(일반,폐쇄),기본증명서(일반,폐쇄),혼인관계증명서(일반,폐쇄),입양관계증명서(일반,폐쇄),어선원부,졸업증명서(국문,영문),졸업예정증명서,제적(정원외관리)증명서,성적증명서,학교생활기록부,교육비납입증명서,검정고시합격증명서(국문,영문),검정고시성적증명서(국문,영문),검정고시과목합격증명서,사업자등록증명,휴업사실증명,폐업사실증명,납세증명,납세사실증명,소득금액증명,부가가치세과세표준증명,부가가치세면세사업자수입금액증명,연금보험료등소득세액공제확인서,사업자단위과세적용종된사업자증명,모범납세자증명,근로(자녀)장려금수급사실증명,소득확인증명(서민형개인종합자산관리계좌가입용),지역가입자 건강장기요양보험료 납부확인서,지역가입자 건강장기요양보험료 납부확인서(연말정산용),직장가입자 건강장기요양보험료 납부확인서,지역가입자 국민연금보험료 납부확인서,건강보험 자격확인서,건강보험 자격득실확인서,농업경영체 증명서 발급 신청,농업경영체 등록(변경등록) 확인서 교부 신청,운전경력증명서(국문),운전경력증명서(영문),교통사고사실확인원",경상남도 양산시 양주로 130,경상남도 양산시 중부동 697-3,경상남도 양산시청,055-392-2353,35.33648904,129.0322633,2026-02-25
이마트 양산점,1층 에스컬레이터,07:00~24:00,"주민등록등본,주민등록초본,개별공시지가확인서,토지이용계획확인서,토지(임야)대장등본,대지권등록부,건축물대장(일반건축물대장,건축물대장총괄표제부,집합건축물대장(표제부),집합건축물대장(전유부분)),건설기계등록원부,건설기계등록원부(갑),건설기계등록원부(을),자동차등록원부,자동차등록원부(갑),자동차등록원부(을),수급자증명서,장애인증명서,한부모가족증명서,농지원부,병적증명서(군복무필자,면제자,제1국민역),지방세세목별과세증명서(취득세,등록세,면허세,주민세,재산세,자동차세,농업소득세,도축세,레저세,담배소비세,종합토지세,주행세,지방소비세,등록면허세,사업소세,지역개발세,지역자원시설세,지방소득세),어선원부,졸업증명서(국문,영문),졸업예정증명서,제적(정원외관리)증명서,성적증명서,학교생활기록부,교육비납입증명서,검정고시합격증명서(국문,영문),검정고시성적증명서(국문,영문),검정고시과목합격증명서,사업자등록증명,휴업사실증명,폐업사실증명,납세증명,납세사실증명,소득금액증명,부가가치세과세표준증명,부가가치세면세사업자수입금액증명,연금보험료등소득세액공제확인서,사업자단위과세적용종된사업자증명,모범납세자증명,근로(자녀)장려금수급사실증명,소득확인증명(서민형개인종합자산관리계좌가입용),지역가입자 건강장기요양보험료 납부확인서,지역가입자 건강장기요양보험료 납부확인서(연말정산용),직장가입자 건강장기요양보험료 납부확인서,지역가입자 국민연금보험료 납부확인서,건강보험 자격확인서,건강보험 자격득실확인서,농업경영체 증명서 발급 신청,농업경영체 등록(변경등록) 확인서 교부 신청,운전경력증명서(국문),운전경력증명서(영문),교통사고사실확인원",경상남도 양산시 양산역6길 12,경상남도 양산시 중부동 705,경상남도 양산시청,055-392-2353,35.33682365,129.0264402,2026-02-25
양산고용복지+센터,2층 복도,(평일)09:00~18:00,"주민등록등본,주민등록초본,개별공시지가확인서,토지이용계획확인서,토지(임야)대장등본,대지권등록부,건축물대장(일반건축물대장,건축물대장총괄표제부,집합건축물대장(표제부),집합건축물대장(전유부분)),건설기계등록원부,건설기계등록원부(갑),건설기계등록원부(을),자동차등록원부,자동차등록원부(갑),자동차등록원부(을),수급자증명서,장애인증명서,한부모가족증명서,농지원부,병적증명서(군복무필자,면제자,제1국민역),지방세세목별과세증명서(취득세,등록세,면허세,주민세,재산세,자동차세,농업소득세,도축세,레저세,담배소비세,종합토지세,주행세,지방소비세,등록면허세,사업소세,지역개발세,지역자원시설세,지방소득세),등기부등본(건물,토지,집합건물),제적등본,제적초본,가족관계증명서(일반,폐쇄),기본증명서(일반,폐쇄),혼인관계증명서(일반,폐쇄),입양관계증명서(일반,폐쇄),어선원부,졸업증명서(국문,영문),졸업예정증명서,제적(정원외관리)증명서,성적증명서,학교생활기록부,교육비납입증명서,검정고시합격증명서(국문,영문),검정고시성적증명서(국문,영문),검정고시과목합격증명서,사업자등록증명,휴업사실증명,폐업사실증명,납세증명,납세사실증명,소득금액증명,부가가치세과세표준증명,부가가치세면세사업자수입금액증명,연금보험료등소득세액공제확인서,사업자단위과세적용종된사업자증명,모범납세자증명,근로(자녀)장려금수급사실증명,소득확인증명(서민형개인종합자산관리계좌가입용),지역가입자 건강장기요양보험료 납부확인서,지역가입자 건강장기요양보험료 납부확인서(연말정산용),직장가입자 건강장기요양보험료 납부확인서,지역가입자 국민연금보험료 납부확인서,건강보험 자격확인서,건강보험 자격득실확인서,농업경영체 증명서 발급 신청,농업경영체 등록(변경등록) 확인서 교부 신청,운전경력증명서(국문),운전경력증명서(영문),교통사고사실확인원",경상남도 양산시 중부로 10,경상남도 양산시 중부동 685-1,경상남도 양산시청,055-392-2353,35.33895214,129.0279613,2026-02-25
삼성동행정복지센터,입구 좌측부스,24시간 운영,"주민등록등본,주민등록초본,개별공시지가확인서,토지이용계획확인서,토지(임야)대장등본,대지권등록부,건축물대장(일반건축물대장,건축물대장총괄표제부,집합건축물대장(표제부),집합건축물대장(전유부분)),건설기계등록원부,건설기계등록원부(갑),건설기계등록원부(을),자동차등록원부,자동차등록원부(갑),자동차등록원부(을),수급자증명서,장애인증명서,한부모가족증명서,농지원부,병적증명서(군복무필자,면제자,제1국민역),지방세세목별과세증명서(취득세,등록세,면허세,주민세,재산세,자동차세,농업소득세,도축세,레저세,담배소비세,종합토지세,주행세,지방소비세,등록면허세,사업소세,지역개발세,지역자원시설세,지방소득세),등기부등본(건물,토지,집합건물),제적등본,제적초본,가족관계증명서(일반,폐쇄),기본증명서(일반,폐쇄),혼인관계증명서(일반,폐쇄),입양관계증명서(일반,폐쇄),어선원부,졸업증명서(국문,영문),졸업예정증명서,제적(정원외관리)증명서,성적증명서,학교생활기록부,교육비납입증명서,검정고시합격증명서(국문,영문),검정고시성적증명서(국문,영문),검정고시과목합격증명서,사업자등록증명,휴업사실증명,폐업사실증명,납세증명,납세사실증명,소득금액증명,부가가치세과세표준증명,부가가치세면세사업자수입금액증명,연금보험료등소득세액공제확인서,사업자단위과세적용종된사업자증명,모범납세자증명,근로(자녀)장려금수급사실증명,소득확인증명(서민형개인종합자산관리계좌가입용),지역가입자 건강장기요양보험료 납부확인서,지역가입자 건강장기요양보험료 납부확인서(연말정산용),직장가입자 건강장기요양보험료 납부확인서,지역가입자 국민연금보험료 납부확인서,건강보험 자격확인서,건강보험 자격득실확인서,농업경영체 증명서 발급 신청,농업경영체 등록(변경등록) 확인서 교부 신청,운전경력증명서(국문),운전경력증명서(영문),교통사고사실확인원",경상남도 양산시 신기서길 27,경상남도 양산시 신기동 508-5,경상남도 양산시청,055-392-2353,35.35282213,129.0406055,2026-02-25
