설치장소,설치위치,운영시간,발급민원종류,소재지도로명주소,소재지지번주소,관리기관명,전화번호,위도,경도,데이터기준일자
신월4동 주민센터,민원실,09:00~18:00,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장+등기부등본,서울특별시 양천구 오목로5길 34(신월동),서울특별시 양천구 신월동 425-2,서울특별시 양천구 신월4동 주민센터,02-2620-4119,37.52469707,126.8400794,2020-05-01
신월5동 주민센터,민원실,09:00~18:00,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장+등기부등본,서울특별시 양천구 화곡로4길 10(신월동),서울특별시 양천구 신월동 52-2,서울특별시 양천구 신월5동 주민센터,02-2620-4135,37.53858312,126.8271735,2020-05-01
신월6동 주민센터,민원실,09:00~18:00,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장+등기부등본,서울특별시 양천구 남부순환로 609(신월동),서울특별시 양천구 신월동 559-3,서울특별시 양천구 신월6동 주민센터,02-2620-4156,37.51454576,126.8409607,2020-05-01
신월7동 주민센터,민원실,09:00~18:00,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장+등기부등본,서울특별시 양천구 남부순환로70길 16-3(신월동),서울특별시 양천구 신월동 962-10,서울특별시 양천구 신월7동 주민센터,02-2620-4179,37.52188215,126.8347098,2020-05-01
신정3동 주민센터,민원실,09:00~18:00,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장+등기부등본,서울특별시 양천구 중앙로 209(신정동),서울특별시 양천구 신정동 1263,서울특별시 양천구 신정3동 주민센터,02-2620-4237,37.51514742,126.8547908,2020-05-01
신정3동 현장민원실,민원실,09:00~18:00,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장+등기부등본,서울특별시 양천구 남부순환로88길 5-7(신정동),서울특별시 양천구 신정동 1287-5,서울특별시 양천구 신정3동 주민센터,02-2620-4045,37.51143264,126.8415147,2020-05-01
신정4동 주민센터,민원실,09:00~18:00,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장+등기부등본,서울특별시 양천구 오목로34길 5(신정동),서울특별시 양천구 신정동 949-5,서울특별시 양천구 신정4동 주민센터,02-2620-4270,37.52455873,126.8558042,2020-05-01
신정6동 주민센터,민원실,09:00~18:00,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장+등기부등본,서울특별시 양천구 목동서로 353(신정동),서울특별시 양천구 신정동 322-9,서울특별시 양천구 신정6동 주민센터,02-2620-4294,37.51705815,126.8643883,2020-05-01
신정7동 주민센터,민원실,09:00~18:00,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장+등기부등본,서울특별시 양천구 목동동로 37(신정동),서울특별시 양천구 신정동 324-5,서울특별시 양천구 신정7동 주민센터,02-2620-4309,37.51440008,126.8596696,2020-05-01
신정1동 주민센터,민원실,09:00~18:00,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장+등기부등본,서울특별시 양천구 중앙로32길 1(신정동),서울특별시 양천구 신정동 1051-11,서울특별시 양천구 신정1동 주민센터,02-2620-4207,37.51857061,126.8542864,2020-05-01
신정2동 주민센터,민원실,09:00~18:00,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장+등기부등본,서울특별시 양천구 목동동로 154(신정동),서울특별시 양천구 신정동 329-9,서울특별시 양천구 신정2동 주민센터,02-2620-4218,37.51921319,126.8706738,2020-05-01
남부지방법원 KIOSK,법원 2층,09:00~18:00,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장,서울특별시 양천구 신월로 386(신정동),서울특별시 양천구 신정동 323,서울특별시 양천구청 민원여권과,02-2620-3131,37.52216452,126.8639447,2020-05-01
서울출입국관리사무소 KIOSK,1층 현관,09:00~18:00,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장,서울특별시 양천구 목동동로 151(신정동),서울특별시 양천구 신정동 321,서울특별시 양천구청 민원여권과,02-2620-3131,37.51923366,126.869624,2020-05-01
신오새마을금고 KIOSK,은행1층,09:00~16:00,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장,서울특별시 양천구 목동남로4길 26(신정동),서울특별시 양천구 신정동 175-6,서울특별시 양천구청 민원여권과,02-2620-3131,37.50881738,126.8657966,2020-05-01
금빛새마을금고,은행1층,09:00~16:00,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장,서울특별시 양천구 신월로 188(신월동,서울특별시 양천구 신월동 601-3,서울특별시 양천구청 민원여권과,02-2620-3131,37.51935757,126.8440047,2020-05-01
양천구청민원실KIOSK2,1층 현관,00:00~23:59,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장,서울특별시 양천구 목동동로 105(신정동),서울특별시 양천구 신정동 321,서울특별시 양천구청 민원여권과,02-2620-3131,37.51707502,126.866542,2020-05-01
목동역KIOSK,지하철(지하1층),00:00~23:59,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장,서울특별시 양천구 오목로 245,서울특별시 양천구 목동 926-3,서울특별시 양천구청 민원여권과,02-2620-3131,37.526198,126.864743,2020-05-01
이대목동병원 KIOSK,1층 로비,00:00~23:59,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장,서울특별시 양천구 안양천로 1071(목동),서울특별시 양천구 목동 911-1,서울특별시 양천구청 민원여권과,02-2620-3131,37.53698302,126.886746,2020-05-01
양천구청민원실 KIOSK,1층 현관,09:00~18:00,등기부등본+,서울특별시 양천구 목동동로 105(신정동),서울특별시 양천구 신정동 321-4,서울특별시 양천구청 민원여권과,02-2620-3131,37.51707502,126.866542,2020-05-01
양천세무서,1층민원실,09:00~18:00,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장,서울특별시 양천구 목동동로 165(신정동),서울특별시 양천구 신정동 319-12,서울특별시 양천구청 민원여권과,02-2620-3131,37.52054226,126.8699385,2020-05-01
서남병원,1층로비,00:00~23:59,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장,서울특별시 양천구 신정이펜1로 20(신정동),서울특별시 양천구 신정동 1320-7,서울특별시 양천구청 민원여권과,02-2620-3131,37.51201936,126.8331299,2020-05-01
오목교역,지하2층11번기둥 앞,00:00~23:59,주민등록등초본+가족관계등록부+교육제증명+토지/건축물대장,서울특별시 양천구 오목로 342,서울특별시 양천구 목동 406-30,서울특별시 양천구청 민원여권과,02-2620-3131,37.524553,126.87505,2020-05-01
